window_index,y_now,k,horizon_s,attack_prob,progression_state,attck_phase,confidence
2524,0,1,10,0.0191,NORMAL,None,Medium
2524,0,2,20,0.0237,NORMAL,None,Medium
2524,0,3,30,0.0257,NORMAL,None,Medium
2524,0,4,40,0.0279,NORMAL,None,Low
2524,0,5,50,0.0235,NORMAL,None,Low
2524,0,6,60,0.0272,NORMAL,None,Low
2525,0,1,10,0.0216,NORMAL,None,Medium
2525,0,2,20,0.0226,NORMAL,None,Medium
2525,0,3,30,0.0261,NORMAL,None,Medium
2525,0,4,40,0.0269,NORMAL,None,Low
2525,0,5,50,0.0242,NORMAL,None,Low
2525,0,6,60,0.0261,NORMAL,None,Low
2526,0,1,10,0.02,NORMAL,None,Medium
2526,0,2,20,0.0247,NORMAL,None,Medium
2526,0,3,30,0.0264,NORMAL,None,Medium
2526,0,4,40,0.0256,NORMAL,None,Low
2526,0,5,50,0.0255,NORMAL,None,Low
2526,0,6,60,0.025,NORMAL,None,Low
2527,0,1,10,0.017,NORMAL,None,Medium
2527,0,2,20,0.0233,NORMAL,None,Medium
2527,0,3,30,0.0259,NORMAL,None,Medium
2527,0,4,40,0.0268,NORMAL,None,Low
2527,0,5,50,0.0262,NORMAL,None,Low
2527,0,6,60,0.0262,NORMAL,None,Low
2528,0,1,10,0.0146,NORMAL,None,Medium
2528,0,2,20,0.0218,NORMAL,None,Medium
2528,0,3,30,0.025,NORMAL,None,Medium
2528,0,4,40,0.0256,NORMAL,None,Low
2528,0,5,50,0.0221,NORMAL,None,Low
2528,0,6,60,0.0254,NORMAL,None,Low
2529,0,1,10,0.0175,NORMAL,None,Medium
2529,0,2,20,0.0251,NORMAL,None,Medium
2529,0,3,30,0.0261,NORMAL,None,Medium
2529,0,4,40,0.0285,NORMAL,None,Low
2529,0,5,50,0.0262,NORMAL,None,Low
2529,0,6,60,0.0288,NORMAL,None,Low
2530,0,1,10,0.0188,NORMAL,None,Medium
2530,0,2,20,0.0227,NORMAL,None,Medium
2530,0,3,30,0.0247,NORMAL,None,Medium
2530,0,4,40,0.024,NORMAL,None,Low
2530,0,5,50,0.0289,NORMAL,None,Low
2530,0,6,60,0.0303,NORMAL,None,Low
2531,0,1,10,0.0163,NORMAL,None,Medium
2531,0,2,20,0.0235,NORMAL,None,Medium
2531,0,3,30,0.0263,NORMAL,None,Medium
2531,0,4,40,0.027,NORMAL,None,Low
2531,0,5,50,0.0277,NORMAL,None,Low
2531,0,6,60,0.0286,NORMAL,None,Low
2532,0,1,10,0.0172,NORMAL,None,Medium
2532,0,2,20,0.0234,NORMAL,None,Medium
2532,0,3,30,0.0221,NORMAL,None,Medium
2532,0,4,40,0.0248,NORMAL,None,Low
2532,0,5,50,0.0252,NORMAL,None,Low
2532,0,6,60,0.0248,NORMAL,None,Low
2533,0,1,10,0.0197,NORMAL,None,Medium
2533,0,2,20,0.0245,NORMAL,None,Medium
2533,0,3,30,0.0269,NORMAL,None,Medium
2533,0,4,40,0.0308,NORMAL,None,Low
2533,0,5,50,0.0284,NORMAL,None,Low
2533,0,6,60,0.0269,NORMAL,None,Low
2534,0,1,10,0.017,NORMAL,None,Medium
2534,0,2,20,0.024,NORMAL,None,Medium
2534,0,3,30,0.0248,NORMAL,None,Medium
2534,0,4,40,0.0273,NORMAL,None,Low
2534,0,5,50,0.0278,NORMAL,None,Low
2534,0,6,60,0.0281,NORMAL,None,Low
2535,0,1,10,0.0204,NORMAL,None,Medium
2535,0,2,20,0.0274,NORMAL,None,Medium
2535,0,3,30,0.028,NORMAL,None,Medium
2535,0,4,40,0.0269,NORMAL,None,Low
2535,0,5,50,0.0254,NORMAL,None,Low
2535,0,6,60,0.0276,NORMAL,None,Low
2536,0,1,10,0.0182,NORMAL,None,Medium
2536,0,2,20,0.0261,NORMAL,None,Medium
2536,0,3,30,0.0278,NORMAL,None,Medium
2536,0,4,40,0.0271,NORMAL,None,Low
2536,0,5,50,0.026,NORMAL,None,Low
2536,0,6,60,0.0266,NORMAL,None,Low
2537,0,1,10,0.0193,NORMAL,None,Medium
2537,0,2,20,0.0258,NORMAL,None,Medium
2537,0,3,30,0.0273,NORMAL,None,Medium
2537,0,4,40,0.0256,NORMAL,None,Low
2537,0,5,50,0.0255,NORMAL,None,Low
2537,0,6,60,0.0259,NORMAL,None,Low
2538,0,1,10,0.0202,NORMAL,None,Medium
2538,0,2,20,0.0242,NORMAL,None,Medium
2538,0,3,30,0.0258,NORMAL,None,Medium
2538,0,4,40,0.0271,NORMAL,None,Low
2538,0,5,50,0.0291,NORMAL,None,Low
2538,0,6,60,0.0263,NORMAL,None,Low
2539,0,1,10,0.0216,NORMAL,None,Medium
2539,0,2,20,0.0265,NORMAL,None,Medium
2539,0,3,30,0.0277,NORMAL,None,Medium
2539,0,4,40,0.0254,NORMAL,None,Low
2539,0,5,50,0.0276,NORMAL,None,Low
2539,0,6,60,0.0271,NORMAL,None,Low
2540,0,1,10,0.0278,NORMAL,None,Medium
2540,0,2,20,0.0303,NORMAL,None,Medium
2540,0,3,30,0.0315,NORMAL,None,Medium
2540,0,4,40,0.0311,NORMAL,None,Low
2540,0,5,50,0.0292,NORMAL,None,Low
2540,0,6,60,0.0271,NORMAL,None,Low
2541,0,1,10,0.0364,NORMAL,None,Medium
2541,0,2,20,0.0357,NORMAL,None,Medium
2541,0,3,30,0.0356,NORMAL,None,Medium
2541,0,4,40,0.0307,NORMAL,None,Low
2541,0,5,50,0.0274,NORMAL,None,Low
2541,0,6,60,0.0253,NORMAL,None,Low
2542,0,1,10,0.0245,NORMAL,None,Medium
2542,0,2,20,0.0288,NORMAL,None,Medium
2542,0,3,30,0.0319,NORMAL,None,Medium
2542,0,4,40,0.0311,NORMAL,None,Low
2542,0,5,50,0.0282,NORMAL,None,Low
2542,0,6,60,0.0238,NORMAL,None,Low
2543,0,1,10,0.0204,NORMAL,None,Medium
2543,0,2,20,0.0239,NORMAL,None,Medium
2543,0,3,30,0.0276,NORMAL,None,Medium
2543,0,4,40,0.0288,NORMAL,None,Low
2543,0,5,50,0.0271,NORMAL,None,Low
2543,0,6,60,0.0275,NORMAL,None,Low
2544,0,1,10,0.0201,NORMAL,None,Medium
2544,0,2,20,0.0237,NORMAL,None,Medium
2544,0,3,30,0.0248,NORMAL,None,Medium
2544,0,4,40,0.0267,NORMAL,None,Low
2544,0,5,50,0.0251,NORMAL,None,Low
2544,0,6,60,0.0244,NORMAL,None,Low
2545,0,1,10,0.0224,NORMAL,None,Medium
2545,0,2,20,0.0264,NORMAL,None,Medium
2545,0,3,30,0.0261,NORMAL,None,Medium
2545,0,4,40,0.0292,NORMAL,None,Low
2545,0,5,50,0.0263,NORMAL,None,Low
2545,0,6,60,0.0271,NORMAL,None,Low
2546,0,1,10,0.0181,NORMAL,None,Medium
2546,0,2,20,0.0247,NORMAL,None,Medium
2546,0,3,30,0.0265,NORMAL,None,Medium
2546,0,4,40,0.0273,NORMAL,None,Low
2546,0,5,50,0.026,NORMAL,None,Low
2546,0,6,60,0.0279,NORMAL,None,Low
2547,0,1,10,0.0198,NORMAL,None,Medium
2547,0,2,20,0.0253,NORMAL,None,Medium
2547,0,3,30,0.0255,NORMAL,None,Medium
2547,0,4,40,0.0275,NORMAL,None,Low
2547,0,5,50,0.0266,NORMAL,None,Low
2547,0,6,60,0.0234,NORMAL,None,Low
2548,0,1,10,0.0206,NORMAL,None,Medium
2548,0,2,20,0.0245,NORMAL,None,Medium
2548,0,3,30,0.0277,NORMAL,None,Medium
2548,0,4,40,0.0246,NORMAL,None,Low
2548,0,5,50,0.026,NORMAL,None,Low
2548,0,6,60,0.0241,NORMAL,None,Low
2549,0,1,10,0.0153,NORMAL,None,Medium
2549,0,2,20,0.0226,NORMAL,None,Medium
2549,0,3,30,0.0237,NORMAL,None,Medium
2549,0,4,40,0.0247,NORMAL,None,Low
2549,0,5,50,0.027,NORMAL,None,Low
2549,0,6,60,0.0264,NORMAL,None,Low
2670,0,1,10,0.0187,NORMAL,None,Medium
2670,0,2,20,0.0237,NORMAL,None,Medium
2670,0,3,30,0.0248,NORMAL,None,Medium
2670,0,4,40,0.0249,NORMAL,None,Low
2670,0,5,50,0.0265,NORMAL,None,Low
2670,0,6,60,0.0246,NORMAL,None,Low
2671,0,1,10,0.0177,NORMAL,None,Medium
2671,0,2,20,0.0224,NORMAL,None,Medium
2671,0,3,30,0.0247,NORMAL,None,Medium
2671,0,4,40,0.0265,NORMAL,None,Low
2671,0,5,50,0.0263,NORMAL,None,Low
2671,0,6,60,0.027,NORMAL,None,Low
2672,0,1,10,0.0174,NORMAL,None,Medium
2672,0,2,20,0.0235,NORMAL,None,Medium
2672,0,3,30,0.0268,NORMAL,None,Medium
2672,0,4,40,0.0262,NORMAL,None,Low
2672,0,5,50,0.0259,NORMAL,None,Low
2672,0,6,60,0.027,NORMAL,None,Low
2673,0,1,10,0.0162,NORMAL,None,Medium
2673,0,2,20,0.0229,NORMAL,None,Medium
2673,0,3,30,0.0241,NORMAL,None,Medium
2673,0,4,40,0.024,NORMAL,None,Low
2673,0,5,50,0.0247,NORMAL,None,Low
2673,0,6,60,0.0252,NORMAL,None,Low
2674,0,1,10,0.0184,NORMAL,None,Medium
2674,0,2,20,0.0234,NORMAL,None,Medium
2674,0,3,30,0.0226,NORMAL,None,Medium
2674,0,4,40,0.0229,NORMAL,None,Low
2674,0,5,50,0.0227,NORMAL,None,Low
2674,0,6,60,0.0247,NORMAL,None,Low
2675,0,1,10,0.0172,NORMAL,None,Medium
2675,0,2,20,0.0255,NORMAL,None,Medium
2675,0,3,30,0.0256,NORMAL,None,Medium
2675,0,4,40,0.0237,NORMAL,None,Low
2675,0,5,50,0.0244,NORMAL,None,Low
2675,0,6,60,0.0242,NORMAL,None,Low
2676,0,1,10,0.018,NORMAL,None,Medium
2676,0,2,20,0.0243,NORMAL,None,Medium
2676,0,3,30,0.0243,NORMAL,None,Medium
2676,0,4,40,0.0227,NORMAL,None,Low
2676,0,5,50,0.0262,NORMAL,None,Low
2676,0,6,60,0.0242,NORMAL,None,Low
2677,0,1,10,0.017,NORMAL,None,Medium
2677,0,2,20,0.0264,NORMAL,None,Medium
2677,0,3,30,0.0273,NORMAL,None,Medium
2677,0,4,40,0.0285,NORMAL,None,Low
2677,0,5,50,0.0285,NORMAL,None,Low
2677,0,6,60,0.0279,NORMAL,None,Low
2678,0,1,10,0.019,NORMAL,None,Medium
2678,0,2,20,0.0242,NORMAL,None,Medium
2678,0,3,30,0.0243,NORMAL,None,Medium
2678,0,4,40,0.028,NORMAL,None,Low
2678,0,5,50,0.0288,NORMAL,None,Low
2678,0,6,60,0.0298,NORMAL,None,Low
2679,0,1,10,0.0152,NORMAL,None,Medium
2679,0,2,20,0.021,NORMAL,None,Medium
2679,0,3,30,0.0228,NORMAL,None,Medium
2679,0,4,40,0.0244,NORMAL,None,Low
2679,0,5,50,0.0263,NORMAL,None,Low
2679,0,6,60,0.0277,NORMAL,None,Low
2680,0,1,10,0.0168,NORMAL,None,Medium
2680,0,2,20,0.0216,NORMAL,None,Medium
2680,0,3,30,0.0229,NORMAL,None,Medium
2680,0,4,40,0.0249,NORMAL,None,Low
2680,0,5,50,0.0243,NORMAL,None,Low
2680,0,6,60,0.0262,NORMAL,None,Low
2681,0,1,10,0.0175,NORMAL,None,Medium
2681,0,2,20,0.0221,NORMAL,None,Medium
2681,0,3,30,0.0221,NORMAL,None,Medium
2681,0,4,40,0.0261,NORMAL,None,Low
2681,0,5,50,0.0271,NORMAL,None,Low
2681,0,6,60,0.0293,NORMAL,None,Low
2682,0,1,10,0.0158,NORMAL,None,Medium
2682,0,2,20,0.0211,NORMAL,None,Medium
2682,0,3,30,0.0233,NORMAL,None,Medium
2682,0,4,40,0.0262,NORMAL,None,Low
2682,0,5,50,0.0242,NORMAL,None,Low
2682,0,6,60,0.0275,NORMAL,None,Low
2683,0,1,10,0.0159,NORMAL,None,Medium
2683,0,2,20,0.0206,NORMAL,None,Medium
2683,0,3,30,0.0226,NORMAL,None,Medium
2683,0,4,40,0.0273,NORMAL,None,Low
2683,0,5,50,0.0271,NORMAL,None,Low
2683,0,6,60,0.0257,NORMAL,None,Low
2684,0,1,10,0.0155,NORMAL,None,Medium
2684,0,2,20,0.0202,NORMAL,None,Medium
2684,0,3,30,0.0237,NORMAL,None,Medium
2684,0,4,40,0.0255,NORMAL,None,Low
2684,0,5,50,0.0251,NORMAL,None,Low
2684,0,6,60,0.0264,NORMAL,None,Low
2685,0,1,10,0.0153,NORMAL,None,Medium
2685,0,2,20,0.0225,NORMAL,None,Medium
2685,0,3,30,0.0233,NORMAL,None,Medium
2685,0,4,40,0.0263,NORMAL,None,Low
2685,0,5,50,0.0244,NORMAL,None,Low
2685,0,6,60,0.0245,NORMAL,None,Low
2686,0,1,10,0.0169,NORMAL,None,Medium
2686,0,2,20,0.0231,NORMAL,None,Medium
2686,0,3,30,0.0218,NORMAL,None,Medium
2686,0,4,40,0.0233,NORMAL,None,Low
2686,0,5,50,0.0238,NORMAL,None,Low
2686,0,6,60,0.0253,NORMAL,None,Low
2687,0,1,10,0.0171,NORMAL,None,Medium
2687,0,2,20,0.0221,NORMAL,None,Medium
2687,0,3,30,0.0221,NORMAL,None,Medium
2687,0,4,40,0.021,NORMAL,None,Low
2687,0,5,50,0.0261,NORMAL,None,Low
2687,0,6,60,0.0249,NORMAL,None,Low
2688,0,1,10,0.014,NORMAL,None,Medium
2688,0,2,20,0.02,NORMAL,None,Medium
2688,0,3,30,0.0249,NORMAL,None,Medium
2688,0,4,40,0.0227,NORMAL,None,Low
2688,0,5,50,0.0239,NORMAL,None,Low
2688,0,6,60,0.0257,NORMAL,None,Low
2689,0,1,10,0.0161,NORMAL,None,Medium
2689,0,2,20,0.0213,NORMAL,None,Medium
2689,0,3,30,0.0224,NORMAL,None,Medium
2689,0,4,40,0.0219,NORMAL,None,Low
2689,0,5,50,0.0248,NORMAL,None,Low
2689,0,6,60,0.0263,NORMAL,None,Low
2690,0,1,10,0.0143,NORMAL,None,Medium
2690,0,2,20,0.0226,NORMAL,None,Medium
2690,0,3,30,0.0234,NORMAL,None,Medium
2690,0,4,40,0.0242,NORMAL,None,Low
2690,0,5,50,0.0255,NORMAL,None,Low
2690,0,6,60,0.0239,NORMAL,None,Low
2691,0,1,10,0.0154,NORMAL,None,Medium
2691,0,2,20,0.0216,NORMAL,None,Medium
2691,0,3,30,0.0226,NORMAL,None,Medium
2691,0,4,40,0.0248,NORMAL,None,Low
2691,0,5,50,0.0235,NORMAL,None,Low
2691,0,6,60,0.0256,NORMAL,None,Low
2692,0,1,10,0.0145,NORMAL,None,Medium
2692,0,2,20,0.023,NORMAL,None,Medium
2692,0,3,30,0.0248,NORMAL,None,Medium
2692,0,4,40,0.0261,NORMAL,None,Low
2692,0,5,50,0.0247,NORMAL,None,Low
2692,0,6,60,0.0251,NORMAL,None,Low
2693,0,1,10,0.0146,NORMAL,None,Medium
2693,0,2,20,0.0207,NORMAL,None,Medium
2693,0,3,30,0.0231,NORMAL,None,Medium
2693,0,4,40,0.0234,NORMAL,None,Low
2693,0,5,50,0.0263,NORMAL,None,Low
2693,0,6,60,0.0243,NORMAL,None,Low
2694,0,1,10,0.0145,NORMAL,None,Medium
2694,0,2,20,0.0214,NORMAL,None,Medium
2694,0,3,30,0.0238,NORMAL,None,Medium
2694,0,4,40,0.0236,NORMAL,None,Low
2694,0,5,50,0.021,NORMAL,None,Low
2694,0,6,60,0.024,NORMAL,None,Low
2695,0,1,10,0.0146,NORMAL,None,Medium
2695,0,2,20,0.0204,NORMAL,None,Medium
2695,0,3,30,0.0225,NORMAL,None,Medium
2695,0,4,40,0.0214,NORMAL,None,Low
2695,0,5,50,0.0247,NORMAL,None,Low
2695,0,6,60,0.0252,NORMAL,None,Low
2696,0,1,10,0.016,NORMAL,None,Medium
2696,0,2,20,0.0227,NORMAL,None,Medium
2696,0,3,30,0.0241,NORMAL,None,Medium
2696,0,4,40,0.0256,NORMAL,None,Low
2696,0,5,50,0.0233,NORMAL,None,Low
2696,0,6,60,0.0246,NORMAL,None,Low
2697,0,1,10,0.0205,NORMAL,None,Medium
2697,0,2,20,0.0235,NORMAL,None,Medium
2697,0,3,30,0.0265,NORMAL,None,Medium
2697,0,4,40,0.0257,NORMAL,None,Low
2697,0,5,50,0.0239,NORMAL,None,Low
2697,0,6,60,0.0261,NORMAL,None,Low
2698,0,1,10,0.0176,NORMAL,None,Medium
2698,0,2,20,0.0219,NORMAL,None,Medium
2698,0,3,30,0.0258,NORMAL,None,Medium
2698,0,4,40,0.0238,NORMAL,None,Low
2698,0,5,50,0.0262,NORMAL,None,Low
2698,0,6,60,0.0271,NORMAL,None,Low
2699,0,1,10,0.0144,NORMAL,None,Medium
2699,0,2,20,0.0219,NORMAL,None,Medium
2699,0,3,30,0.0243,NORMAL,None,Medium
2699,0,4,40,0.0249,NORMAL,None,Low
2699,0,5,50,0.0257,NORMAL,None,Low
2699,0,6,60,0.0276,NORMAL,None,Low
2820,0,1,10,0.0137,NORMAL,None,Medium
2820,0,2,20,0.02,NORMAL,None,Medium
2820,0,3,30,0.0215,NORMAL,None,Medium
2820,0,4,40,0.0221,NORMAL,None,Low
2820,0,5,50,0.0235,NORMAL,None,Low
2820,0,6,60,0.0246,NORMAL,None,Low
2821,0,1,10,0.0133,NORMAL,None,Medium
2821,0,2,20,0.0189,NORMAL,None,Medium
2821,0,3,30,0.024,NORMAL,None,Medium
2821,0,4,40,0.0244,NORMAL,None,Low
2821,0,5,50,0.0259,NORMAL,None,Low
2821,0,6,60,0.0274,NORMAL,None,Low
2822,0,1,10,0.0164,NORMAL,None,Medium
2822,0,2,20,0.02,NORMAL,None,Medium
2822,0,3,30,0.0252,NORMAL,None,Medium
2822,0,4,40,0.0268,NORMAL,None,Low
2822,0,5,50,0.025,NORMAL,None,Low
2822,0,6,60,0.0232,NORMAL,None,Low
2823,0,1,10,0.0144,NORMAL,None,Medium
2823,0,2,20,0.0204,NORMAL,None,Medium
2823,0,3,30,0.0223,NORMAL,None,Medium
2823,0,4,40,0.024,NORMAL,None,Low
2823,0,5,50,0.0271,NORMAL,None,Low
2823,0,6,60,0.0267,NORMAL,None,Low
2824,0,1,10,0.0139,NORMAL,None,Medium
2824,0,2,20,0.0205,NORMAL,None,Medium
2824,0,3,30,0.0235,NORMAL,None,Medium
2824,0,4,40,0.023,NORMAL,None,Low
2824,0,5,50,0.0266,NORMAL,None,Low
2824,0,6,60,0.0284,NORMAL,None,Low
2825,0,1,10,0.0135,NORMAL,None,Medium
2825,0,2,20,0.0188,NORMAL,None,Medium
2825,0,3,30,0.0223,NORMAL,None,Medium
2825,0,4,40,0.0243,NORMAL,None,Low
2825,0,5,50,0.0249,NORMAL,None,Low
2825,0,6,60,0.0274,NORMAL,None,Low
2826,0,1,10,0.0129,NORMAL,None,Medium
2826,0,2,20,0.0196,NORMAL,None,Medium
2826,0,3,30,0.0241,NORMAL,None,Medium
2826,0,4,40,0.0227,NORMAL,None,Low
2826,0,5,50,0.0243,NORMAL,None,Low
2826,0,6,60,0.023,NORMAL,None,Low
2827,0,1,10,0.0155,NORMAL,None,Medium
2827,0,2,20,0.0232,NORMAL,None,Medium
2827,0,3,30,0.023,NORMAL,None,Medium
2827,0,4,40,0.0236,NORMAL,None,Low
2827,0,5,50,0.0245,NORMAL,None,Low
2827,0,6,60,0.0242,NORMAL,None,Low
2828,0,1,10,0.0147,NORMAL,None,Medium
2828,0,2,20,0.0206,NORMAL,None,Medium
2828,0,3,30,0.0234,NORMAL,None,Medium
2828,0,4,40,0.025,NORMAL,None,Low
2828,0,5,50,0.0239,NORMAL,None,Low
2828,0,6,60,0.0231,NORMAL,None,Low
2829,0,1,10,0.0146,NORMAL,None,Medium
2829,0,2,20,0.0198,NORMAL,None,Medium
2829,0,3,30,0.0215,NORMAL,None,Medium
2829,0,4,40,0.0231,NORMAL,None,Low
2829,0,5,50,0.0257,NORMAL,None,Low
2829,0,6,60,0.025,NORMAL,None,Low
2830,0,1,10,0.013,NORMAL,None,Medium
2830,0,2,20,0.0208,NORMAL,None,Medium
2830,0,3,30,0.0226,NORMAL,None,Medium
2830,0,4,40,0.0226,NORMAL,None,Low
2830,0,5,50,0.0221,NORMAL,None,Low
2830,0,6,60,0.0246,NORMAL,None,Low
2831,0,1,10,0.014,NORMAL,None,Medium
2831,0,2,20,0.0205,NORMAL,None,Medium
2831,0,3,30,0.0232,NORMAL,None,Medium
2831,0,4,40,0.0266,NORMAL,None,Low
2831,0,5,50,0.0264,NORMAL,None,Low
2831,0,6,60,0.027,NORMAL,None,Low
2832,0,1,10,0.0132,NORMAL,None,Medium
2832,0,2,20,0.0206,NORMAL,None,Medium
2832,0,3,30,0.0226,NORMAL,None,Medium
2832,0,4,40,0.0247,NORMAL,None,Low
2832,0,5,50,0.0258,NORMAL,None,Low
2832,0,6,60,0.0234,NORMAL,None,Low
2833,0,1,10,0.0159,NORMAL,None,Medium
2833,0,2,20,0.0206,NORMAL,None,Medium
2833,0,3,30,0.0247,NORMAL,None,Medium
2833,0,4,40,0.0267,NORMAL,None,Low
2833,0,5,50,0.0247,NORMAL,None,Low
2833,0,6,60,0.0256,NORMAL,None,Low
2834,0,1,10,0.0148,NORMAL,None,Medium
2834,0,2,20,0.0227,NORMAL,None,Medium
2834,0,3,30,0.0244,NORMAL,None,Medium
2834,0,4,40,0.0242,NORMAL,None,Low
2834,0,5,50,0.0238,NORMAL,None,Low
2834,0,6,60,0.0254,NORMAL,None,Low
2835,0,1,10,0.0178,NORMAL,None,Medium
2835,0,2,20,0.0215,NORMAL,None,Medium
2835,0,3,30,0.0259,NORMAL,None,Medium
2835,0,4,40,0.0268,NORMAL,None,Low
2835,0,5,50,0.0269,NORMAL,None,Low
2835,0,6,60,0.0273,NORMAL,None,Low
2836,0,1,10,0.0173,NORMAL,None,Medium
2836,0,2,20,0.0214,NORMAL,None,Medium
2836,0,3,30,0.0206,NORMAL,None,Medium
2836,0,4,40,0.0235,NORMAL,None,Low
2836,0,5,50,0.0211,NORMAL,None,Low
2836,0,6,60,0.0232,NORMAL,None,Low
2837,0,1,10,0.0147,NORMAL,None,Medium
2837,0,2,20,0.021,NORMAL,None,Medium
2837,0,3,30,0.0217,NORMAL,None,Medium
2837,0,4,40,0.0261,NORMAL,None,Low
2837,0,5,50,0.0242,NORMAL,None,Low
2837,0,6,60,0.0243,NORMAL,None,Low
2838,0,1,10,0.0142,NORMAL,None,Medium
2838,0,2,20,0.0196,NORMAL,None,Medium
2838,0,3,30,0.0244,NORMAL,None,Medium
2838,0,4,40,0.0242,NORMAL,None,Low
2838,0,5,50,0.0236,NORMAL,None,Low
2838,0,6,60,0.0234,NORMAL,None,Low
2839,0,1,10,0.0141,NORMAL,None,Medium
2839,0,2,20,0.021,NORMAL,None,Medium
2839,0,3,30,0.0238,NORMAL,None,Medium
2839,0,4,40,0.0242,NORMAL,None,Low
2839,0,5,50,0.0263,NORMAL,None,Low
2839,0,6,60,0.0271,NORMAL,None,Low
2840,0,1,10,0.0151,NORMAL,None,Medium
2840,0,2,20,0.0222,NORMAL,None,Medium
2840,0,3,30,0.0238,NORMAL,None,Medium
2840,0,4,40,0.024,NORMAL,None,Low
2840,0,5,50,0.0234,NORMAL,None,Low
2840,0,6,60,0.0234,NORMAL,None,Low
2841,0,1,10,0.0142,NORMAL,None,Medium
2841,0,2,20,0.0211,NORMAL,None,Medium
2841,0,3,30,0.025,NORMAL,None,Medium
2841,0,4,40,0.0254,NORMAL,None,Low
2841,0,5,50,0.0226,NORMAL,None,Low
2841,0,6,60,0.0251,NORMAL,None,Low
2842,0,1,10,0.0151,NORMAL,None,Medium
2842,0,2,20,0.0211,NORMAL,None,Medium
2842,0,3,30,0.0248,NORMAL,None,Medium
2842,0,4,40,0.0231,NORMAL,None,Low
2842,0,5,50,0.0237,NORMAL,None,Low
2842,0,6,60,0.0233,NORMAL,None,Low
2843,0,1,10,0.0162,NORMAL,None,Medium
2843,0,2,20,0.0216,NORMAL,None,Medium
2843,0,3,30,0.0265,NORMAL,None,Medium
2843,0,4,40,0.0239,NORMAL,None,Low
2843,0,5,50,0.0222,NORMAL,None,Low
2843,0,6,60,0.0236,NORMAL,None,Low
2844,0,1,10,0.0168,NORMAL,None,Medium
2844,0,2,20,0.0223,NORMAL,None,Medium
2844,0,3,30,0.0242,NORMAL,None,Medium
2844,0,4,40,0.0268,NORMAL,None,Low
2844,0,5,50,0.0297,NORMAL,None,Low
2844,0,6,60,0.0253,NORMAL,None,Low
2845,0,1,10,0.0162,NORMAL,None,Medium
2845,0,2,20,0.0232,NORMAL,None,Medium
2845,0,3,30,0.0237,NORMAL,None,Medium
2845,0,4,40,0.0256,NORMAL,None,Low
2845,0,5,50,0.0255,NORMAL,None,Low
2845,0,6,60,0.0242,NORMAL,None,Low
2846,0,1,10,0.015,NORMAL,None,Medium
2846,0,2,20,0.0217,NORMAL,None,Medium
2846,0,3,30,0.024,NORMAL,None,Medium
2846,0,4,40,0.0238,NORMAL,None,Low
2846,0,5,50,0.0273,NORMAL,None,Low
2846,0,6,60,0.0273,NORMAL,None,Low
2847,0,1,10,0.017,NORMAL,None,Medium
2847,0,2,20,0.0214,NORMAL,None,Medium
2847,0,3,30,0.0238,NORMAL,None,Medium
2847,0,4,40,0.0233,NORMAL,None,Low
2847,0,5,50,0.0249,NORMAL,None,Low
2847,0,6,60,0.0244,NORMAL,None,Low
2848,0,1,10,0.0201,NORMAL,None,Medium
2848,0,2,20,0.0229,NORMAL,None,Medium
2848,0,3,30,0.0252,NORMAL,None,Medium
2848,0,4,40,0.0249,NORMAL,None,Low
2848,0,5,50,0.0235,NORMAL,None,Low
2848,0,6,60,0.0241,NORMAL,None,Low
2849,0,1,10,0.0198,NORMAL,None,Medium
2849,0,2,20,0.0248,NORMAL,None,Medium
2849,0,3,30,0.0243,NORMAL,None,Medium
2849,0,4,40,0.0305,NORMAL,None,Low
2849,0,5,50,0.0263,NORMAL,None,Low
2849,0,6,60,0.0272,NORMAL,None,Low
120,0,1,10,0.5111,NORMAL,None,Medium
120,0,2,20,0.4578,NORMAL,None,Medium
120,0,3,30,0.3946,NORMAL,None,Medium
120,0,4,40,0.3668,NORMAL,None,Low
120,0,5,50,0.3394,NORMAL,None,Low
120,0,6,60,0.3264,NORMAL,None,Low
121,0,1,10,0.3729,NORMAL,None,Medium
121,0,2,20,0.2227,NORMAL,None,Medium
121,0,3,30,0.1387,NORMAL,None,Medium
121,0,4,40,0.102,NORMAL,None,Low
121,0,5,50,0.0874,NORMAL,None,Low
121,0,6,60,0.0796,NORMAL,None,Low
122,0,1,10,0.0153,NORMAL,None,Medium
122,0,2,20,0.018,NORMAL,None,Medium
122,0,3,30,0.0215,NORMAL,None,Medium
122,0,4,40,0.0247,NORMAL,None,Low
122,0,5,50,0.0242,NORMAL,None,Low
122,0,6,60,0.0262,NORMAL,None,Low
123,0,1,10,0.0153,NORMAL,None,Medium
123,0,2,20,0.0207,NORMAL,None,Medium
123,0,3,30,0.022,NORMAL,None,Medium
123,0,4,40,0.0242,NORMAL,None,Low
123,0,5,50,0.0239,NORMAL,None,Low
123,0,6,60,0.0244,NORMAL,None,Low
124,0,1,10,0.0212,NORMAL,None,Medium
124,0,2,20,0.0227,NORMAL,None,Medium
124,0,3,30,0.0259,NORMAL,None,Medium
124,0,4,40,0.0243,NORMAL,None,Low
124,0,5,50,0.025,NORMAL,None,Low
124,0,6,60,0.0242,NORMAL,None,Low
125,0,1,10,0.019,NORMAL,None,Medium
125,0,2,20,0.0229,NORMAL,None,Medium
125,0,3,30,0.0245,NORMAL,None,Medium
125,0,4,40,0.0268,NORMAL,None,Low
125,0,5,50,0.0278,NORMAL,None,Low
